provider_sk,provider_id,speciality,npi_number
94204,PROV0261,Cardiology,5162507800
94205,PROV0318,Cardiology,9966526383
94206,PROV0413,General Practice,2489062102
94207,PROV0401,Orthopedics,8270704466
94208,PROV0237,Internal Medicine,6322911968
94209,PROV0078,Cardiology,9602018757
94210,PROV0375,Oncology,1492508032
94211,PROV0213,Orthopedics,4782693632
94212,PROV0479,Neurology,8814696788
94213,PROV0455,Oncology,5671887200
94214,PROV0169,Surgery,8429209998
94215,PROV0425,General Practice,6877364890
94216,PROV0217,Neurology,5942926772
94217,PROV0386,Internal Medicine,7895481270
94218,PROV0081,Oncology,3159673031
94219,PROV0264,Orthopedics,9067976898
94220,PROV0103,Cardiology,2436903786
94221,PROV0103,Orthopedics,3932369962
94222,PROV0095,Orthopedics,1428088975
94223,PROV0267,Orthopedics,9667276769
94224,PROV0043,Pediatrics,2389785870
94225,PROV0032,Oncology,9017954456
94226,PROV0174,General Practice,7633667747
94227,PROV0111,Internal Medicine,7073705611
94228,PROV0196,Pediatrics,8557811496
94229,PROV0440,General Practice,9828989716
94230,PROV0421,General Practice,9984214196
94231,PROV0140,General Practice,9834872042
94232,PROV0038,Cardiology,5536721601
94233,PROV0198,Orthopedics,1585654081
94234,PROV0232,Internal Medicine,6022509841
94235,PROV0347,Dermatology,1024159592
94236,PROV0031,Radiology,7815250874
94237,PROV0495,Neurology,7444002895
94238,PROV0373,General Practice,5155483558
94239,PROV0118,Radiology,9385277289
94240,PROV0464,Oncology,1100656229
94241,PROV0352,Pediatrics,4746258696
94242,PROV0057,General Practice,4131050059
94243,PROV0193,Internal Medicine,7176354914
94244,PROV0044,Radiology,2777531227
94245,PROV0263,Dermatology,7539577936
94246,PROV0369,Internal Medicine,6872360435
94247,PROV0315,Orthopedics,5036984905
94248,PROV0100,General Practice,4918817923
94249,PROV0335,General Practice,2801011064
94250,PROV0366,Dermatology,4925363072
94251,PROV0081,Oncology,6844156797
94252,PROV0245,Surgery,3337631054
94253,PROV0146,Cardiology,8445031428
94254,PROV0399,Radiology,7952359640
94255,PROV0450,Cardiology,3227099630
94256,PROV0163,Internal Medicine,8392428475
94257,PROV0499,General Practice,5584722622
94258,PROV0133,Internal Medicine,9172951498
94259,PROV0146,Orthopedics,8472419598
94260,PROV0158,General Practice,2948096523
94261,PROV0491,Oncology,6020753709
94262,PROV0473,Cardiology,3153866421
94263,PROV0126,Internal Medicine,5159408555
94264,PROV0454,General Practice,5895534566
94265,PROV0154,Cardiology,5037066787
94266,PROV0174,Cardiology,7276593145
94267,PROV0007,Internal Medicine,4071433655
94268,PROV0038,Internal Medicine,2360059081
94269,PROV0093,Internal Medicine,5243819213
94270,PROV0426,Pediatrics,7217678602
94271,PROV0234,Pediatrics,7481573850
94272,PROV0014,Neurology,6406467679
94273,PROV0122,General Practice,3428409772
94274,PROV0253,Surgery,5476659304
94275,PROV0382,Surgery,5949971494
94276,PROV0266,Surgery,3722496710
94277,PROV0049,General Practice,7352027526
94278,PROV0094,General Practice,1576763720
94279,PROV0156,General Practice,4165796159
94280,PROV0169,Surgery,8098273800
94281,PROV0456,Neurology,8333354854
94282,PROV0177,Oncology,6088470056
94283,PROV0253,Internal Medicine,3367702867
94284,PROV0396,Surgery,8658899415
94285,PROV0448,Oncology,5562171949
94286,PROV0490,Orthopedics,7737276677
94287,PROV0146,General Practice,5336768100
94288,PROV0463,Oncology,5205411022
94289,PROV0426,Surgery,9527587740
94290,PROV0156,Radiology,5377324335
94291,PROV0491,Neurology,4434840235
94292,PROV0216,General Practice,9440157270
94293,PROV0130,Pediatrics,8100111169
94294,PROV0454,Surgery,6272945923
94295,PROV0301,General Practice,7646862098
94296,PROV0278,Orthopedics,1348575580
94297,PROV0221,Surgery,4412215024
94298,PROV0350,Internal Medicine,9835389856
94299,PROV0024,Cardiology,4683107698
94300,PROV0024,General Practice,8637394600
94301,PROV0035,Internal Medicine,3516373219
94302,PROV0189,Radiology,7267744723
94303,PROV0414,Radiology,5889827808
94304,PROV0257,Internal Medicine,1226276692
94305,PROV0321,Oncology,5921493472
94306,PROV0195,General Practice,6088251222
94307,PROV0167,General Practice,9685462146
94308,PROV0457,General Practice,9500780902
94309,PROV0085,General Practice,8517792048
94310,PROV0192,Neurology,5786514696
94311,PROV0415,General Practice,3645274830
94312,PROV0419,Cardiology,9758006246
94313,PROV0379,Internal Medicine,6999245821
94314,PROV0321,Internal Medicine,2012447134
94315,PROV0046,Surgery,6881931467
94316,PROV0029,Oncology,9229118359
94317,PROV0215,General Practice,7050158030
94318,PROV0206,Dermatology,2341992106
94319,PROV0324,Oncology,3121821679
94320,PROV0266,Pediatrics,5917163752
94321,PROV0036,Radiology,6347777277
94322,PROV0361,Neurology,5153402938
94323,PROV0275,Orthopedics,6079019156
94324,PROV0216,Surgery,9012058112
94325,PROV0205,Oncology,3411087814
94326,PROV0224,Pediatrics,3431983128
94327,PROV0199,Orthopedics,5727899806
94328,PROV0100,General Practice,4562845468
94329,PROV0046,Orthopedics,7191051411
94330,PROV0100,Cardiology,2362948336
94331,PROV0488,Cardiology,3564576376
94332,PROV0482,Surgery,6479297421
94333,PROV0159,Internal Medicine,3673598120
94334,PROV0368,Cardiology,6434283312
94335,PROV0419,Internal Medicine,4559253790
94336,PROV0292,Internal Medicine,5610001535
94337,PROV0314,General Practice,4618942048
94338,PROV0305,Internal Medicine,1657649334
94339,PROV0107,Pediatrics,7714710950
94340,PROV0053,Oncology,2414314930
94341,PROV0301,Pediatrics,4429246474
94342,PROV0408,Internal Medicine,7005104817
94343,PROV0417,General Practice,6233109510
94344,PROV0421,Radiology,2953374529
94345,PROV0318,General Practice,1222223423
94346,PROV0379,Surgery,2926822562
94347,PROV0203,Internal Medicine,1422889544
94348,PROV0439,Pediatrics,4641315756
94349,PROV0485,General Practice,5250145066
94350,PROV0093,General Practice,1960394025
94351,PROV0058,Orthopedics,8868743067
94352,PROV0223,Internal Medicine,7190365867
94353,PROV0119,Internal Medicine,5134925592
94354,PROV0241,General Practice,7171173190
94355,PROV0243,Cardiology,9975259272
94356,PROV0488,Pediatrics,4940420018
94357,PROV0392,Neurology,8861891017
94358,PROV0084,Cardiology,1714989909
94359,PROV0057,General Practice,7071627454
94360,PROV0459,Orthopedics,3408381007
94361,PROV0379,Pediatrics,6530930250
94362,PROV0304,Surgery,7586488866
94363,PROV0040,Internal Medicine,7836833274
94364,PROV0431,Radiology,1398601705
94365,PROV0279,Radiology,5894311137
94366,PROV0289,General Practice,8186432537
94367,PROV0412,Internal Medicine,3532353868
94368,PROV0222,Neurology,8469112829
94369,PROV0231,Oncology,1114042752
94370,PROV0129,General Practice,5253204799
94371,PROV0314,Internal Medicine,7185254781
94372,PROV0132,Internal Medicine,1305334836
94373,PROV0445,Surgery,5396602841
94374,PROV0487,General Practice,4829001075
94375,PROV0060,Internal Medicine,2436327138
94376,PROV0133,General Practice,3520227965
94377,PROV0456,Internal Medicine,3872713635
94378,PROV0474,Oncology,7169313037
94379,PROV0335,Dermatology,1049482442
94380,PROV0142,General Practice,2850306073
94381,PROV0369,General Practice,2280809032
94382,PROV0475,Neurology,3661873613
94383,PROV0079,Cardiology,6228730405
94384,PROV0414,Pediatrics,1761784166
94385,PROV0229,Oncology,8560948854
94386,PROV0368,General Practice,5828293269
94387,PROV0493,Internal Medicine,2682513975
94388,PROV0433,Oncology,1435171912
94389,PROV0137,Internal Medicine,2011273734
94390,PROV0458,General Practice,3217594115
94391,PROV0219,General Practice,9144506613
94392,PROV0304,Orthopedics,8348283688
94393,PROV0230,Surgery,1391241415
94394,PROV0015,Neurology,4559889058
94395,PROV0167,General Practice,2510287487
94396,PROV0031,General Practice,6279177152
94397,PROV0021,General Practice,7121150303
94398,PROV0427,General Practice,3296872694
94399,PROV0395,General Practice,8083338203
94400,PROV0382,Internal Medicine,4762225945
94401,PROV0464,General Practice,9976181424
94402,PROV0057,Dermatology,6078930804
94403,PROV0476,General Practice,1970628953
94404,PROV0024,Cardiology,7234317776
94405,PROV0210,General Practice,6561844335
94406,PROV0304,Internal Medicine,1545058069
94407,PROV0313,General Practice,3447001466
94408,PROV0117,General Practice,7993910843
94409,PROV0498,Dermatology,6516814071
94410,PROV0163,Radiology,7810561316
94411,PROV0082,Internal Medicine,8071451825
94412,PROV0404,Internal Medicine,9448499907
94413,PROV0261,Cardiology,9955423449
94414,PROV0409,Oncology,7737594525
94415,PROV0463,General Practice,4587063944
94416,PROV0379,Pediatrics,2209269784
94417,PROV0051,Internal Medicine,4349704509
94418,PROV0323,General Practice,1271068957
94419,PROV0487,Cardiology,9767727470
94420,PROV0381,Orthopedics,7082635447
94421,PROV0344,Cardiology,5894351809
94422,PROV0245,Surgery,8389121684
94423,PROV0142,Dermatology,2761225571
94424,PROV0416,Cardiology,4600779275
94425,PROV0224,Oncology,7734978148
94426,PROV0392,Orthopedics,3649880424
94427,PROV0182,General Practice,4804898373
94428,PROV0267,Cardiology,8744660359
94429,PROV0056,Internal Medicine,2981059374
94430,PROV0350,General Practice,1790476362
94431,PROV0112,Oncology,5633718045
94432,PROV0076,Surgery,7920217342
94433,PROV0459,Internal Medicine,8756888980
94434,PROV0370,General Practice,3426377300
94435,PROV0233,Dermatology,6757080267
94436,PROV0204,Cardiology,8955036025
94437,PROV0366,Surgery,6576950877
94438,PROV0029,Cardiology,3686399196
94439,PROV0199,Oncology,9950081438
94440,PROV0316,Internal Medicine,2121549052
94441,PROV0268,Oncology,1080849397
94442,PROV0278,General Practice,6589181137
94443,PROV0189,Surgery,9175187893
94444,PROV0432,Orthopedics,2593011274
94445,PROV0120,General Practice,3308389837
94446,PROV0384,Orthopedics,5988311754
94447,PROV0024,Pediatrics,5696896520
94448,PROV0454,Surgery,8319749733
94449,PROV0155,Orthopedics,4756662016
94450,PROV0087,General Practice,8575421712
94451,PROV0011,Cardiology,8330875685
94452,PROV0169,General Practice,5063184854
94453,PROV0223,Internal Medicine,3007997602
94454,PROV0427,General Practice,7342951351
94455,PROV0029,Internal Medicine,1243442342
94456,PROV0188,General Practice,2093480272
94457,PROV0432,Internal Medicine,7551728048
94458,PROV0060,Internal Medicine,1048256348
94459,PROV0020,Radiology,5483750752
94460,PROV0370,General Practice,6000613568
94461,PROV0292,Internal Medicine,2850659244
94462,PROV0063,Radiology,5831099218
94463,PROV0262,Surgery,3236737946
94464,PROV0317,Oncology,6047183884
94465,PROV0383,Dermatology,8239047813
94466,PROV0433,Orthopedics,8337519036
94467,PROV0286,Internal Medicine,9354737787
94468,PROV0162,Surgery,9935703630
94469,PROV0379,Orthopedics,2306621053
94470,PROV0230,General Practice,9496605188
94471,PROV0290,Orthopedics,7190981344
94472,PROV0034,Dermatology,8136583680
94473,PROV0118,Cardiology,2503522043
94474,PROV0001,Radiology,9358554288
94475,PROV0027,Neurology,8247630092
94476,PROV0101,Internal Medicine,9243055918
94477,PROV0267,Cardiology,2952397226
94478,PROV0308,General Practice,8806590390
94479,PROV0401,Neurology,5765332551
94480,PROV0318,Pediatrics,4914063165
94481,PROV0371,Internal Medicine,6507572662
94482,PROV0023,Internal Medicine,7673564155
94483,PROV0350,Internal Medicine,5060438526
94484,PROV0314,Pediatrics,1123509104
94485,PROV0152,Neurology,6570127872
94486,PROV0500,General Practice,8781204474
94487,PROV0013,General Practice,8665089814
94488,PROV0039,General Practice,9124083739
94489,PROV0486,General Practice,6449896679
94490,PROV0216,Internal Medicine,9675307772
94491,PROV0290,Dermatology,9908728904
94492,PROV0319,Pediatrics,4151463076
94493,PROV0031,Orthopedics,7499122222
94494,PROV0461,Internal Medicine,6063465841
94495,PROV0275,General Practice,3928034774
94496,PROV0447,Dermatology,2104088434
94497,PROV0449,Surgery,5687029290
94498,PROV0348,Orthopedics,3756522151
94499,PROV0295,Internal Medicine,1786636387
94500,PROV0073,Oncology,3861772675
94501,PROV0111,Surgery,8598695163
94502,PROV0237,Radiology,9659504862
94503,PROV0083,Dermatology,8252869705
94504,PROV0114,Surgery,9250658650
94505,PROV0105,Dermatology,2476189259
94506,PROV0443,Surgery,9508847682
94507,PROV0268,General Practice,8048510923
94508,PROV0391,General Practice,2103944634
94509,PROV0487,General Practice,8913038733
94510,PROV0330,Surgery,7683668979
94511,PROV0214,Neurology,5927730794
94512,PROV0014,General Practice,3831440244
94513,PROV0074,Internal Medicine,3456529060
94514,PROV0116,General Practice,7522557980
94515,PROV0084,General Practice,2453628237
94516,PROV0340,General Practice,7766360828
94517,PROV0410,Dermatology,4349533033
94518,PROV0324,Orthopedics,3980979929
94519,PROV0248,General Practice,8090684499
94520,PROV0196,Internal Medicine,4893862487
94521,PROV0395,General Practice,6037413765
94522,PROV0145,Dermatology,2971749199
94523,PROV0433,Surgery,6269056493
94524,PROV0397,Neurology,4821888012
94525,PROV0421,Cardiology,1272828875
94526,PROV0077,Neurology,9182796219
94527,PROV0244,Pediatrics,1246529608
94528,PROV0487,Cardiology,6963037661
94529,PROV0101,Internal Medicine,7591281306
94530,PROV0090,Surgery,9007599373
94531,PROV0488,Internal Medicine,5322224711
94532,PROV0500,Pediatrics,4621228704
94533,PROV0459,Internal Medicine,2425109838
94534,PROV0230,Internal Medicine,7630554631
94535,PROV0386,Cardiology,2797827577
94536,PROV0311,General Practice,5912616536
94537,PROV0443,Pediatrics,9843857222
94538,PROV0074,Oncology,8095363015
94539,PROV0088,Internal Medicine,8094346707
94540,PROV0362,Radiology,6258514776
94541,PROV0417,Internal Medicine,5010126973
94542,PROV0066,Cardiology,7756206895
94543,PROV0037,Radiology,9750531713
94544,PROV0117,Internal Medicine,6448255153
94545,PROV0271,General Practice,3481123943
94546,PROV0257,Internal Medicine,5103255113
94547,PROV0185,Internal Medicine,1812641602
94548,PROV0069,General Practice,6597125426
94549,PROV0183,Internal Medicine,9095373543
94550,PROV0301,Neurology,1698709325
94551,PROV0440,Orthopedics,5581339970
94552,PROV0334,Dermatology,7306937125
94553,PROV0378,Surgery,8561277165
94554,PROV0067,Oncology,3939587096
94555,PROV0189,Orthopedics,2381313260
94556,PROV0440,Surgery,8408570543
94557,PROV0194,Surgery,3455379988
94558,PROV0388,Internal Medicine,8469057863
94559,PROV0235,Internal Medicine,4806942056
94560,PROV0007,Internal Medicine,9785078086
94561,PROV0482,Surgery,2947461022
94562,PROV0419,General Practice,4866756132
94563,PROV0290,Neurology,5262498000
94564,PROV0255,Pediatrics,2938525003
94565,PROV0264,General Practice,7852619046
94566,PROV0197,Surgery,8221261169
94567,PROV0341,Internal Medicine,2926597559
94568,PROV0342,Internal Medicine,3884345710
94569,PROV0385,Orthopedics,5233662729
94570,PROV0265,General Practice,8758587946
94571,PROV0103,Orthopedics,3265570733
94572,PROV0396,General Practice,1881423459
94573,PROV0211,General Practice,1170094839
94574,PROV0252,Internal Medicine,8223869552
94575,PROV0163,Oncology,4403656355
94576,PROV0014,Internal Medicine,7341433958
94577,PROV0018,Internal Medicine,9550068734
94578,PROV0448,General Practice,5015467150
94579,PROV0282,Cardiology,6524334248
94580,PROV0201,Surgery,3897369337
94581,PROV0009,Dermatology,7574545365
94582,PROV0242,Radiology,9641169554
94583,PROV0305,Orthopedics,3282556859
94584,PROV0240,Surgery,8345868930
94585,PROV0031,Orthopedics,9494943782
94586,PROV0014,General Practice,2384590783
94587,PROV0074,General Practice,5123753905
94588,PROV0422,Oncology,2173019457
94589,PROV0005,Pediatrics,1030908425
94590,PROV0071,Internal Medicine,3870156146
94591,PROV0113,General Practice,2030440549
94592,PROV0462,General Practice,2148644972
94593,PROV0317,Radiology,7383569927
94594,PROV0500,Orthopedics,7634871346
94595,PROV0357,Orthopedics,8737607952
94596,PROV0188,Radiology,9153241742
94597,PROV0210,Internal Medicine,8744073750
94598,PROV0130,Internal Medicine,3101711358
94599,PROV0324,Cardiology,2254457325
94600,PROV0103,Neurology,9368477538
94601,PROV0378,Dermatology,8240393239
94602,PROV0231,Orthopedics,7140233608
94603,PROV0425,Neurology,6672563028
94604,PROV0237,Internal Medicine,3939176934
94605,PROV0037,General Practice,4388926817
94606,PROV0094,Cardiology,8706127493
94607,PROV0080,General Practice,7822410335
94608,PROV0169,Orthopedics,8921542389
94609,PROV0388,Dermatology,3281229178
94610,PROV0458,Pediatrics,8905983280
94611,PROV0049,Orthopedics,9369838725
94612,PROV0328,Orthopedics,6728950151
94613,PROV0257,Neurology,3754856837
94614,PROV0401,Internal Medicine,1055464526
94615,PROV0009,Radiology,1136346349
94616,PROV0319,General Practice,6300364775
94617,PROV0476,Oncology,9954521301
94618,PROV0493,General Practice,8604590881
94619,PROV0400,Internal Medicine,3474821542
94620,PROV0142,Orthopedics,7146643220
94621,PROV0155,Pediatrics,7110451038
94622,PROV0181,Radiology,8523806400
94623,PROV0497,Internal Medicine,7525173926
94624,PROV0182,General Practice,8285290052
94625,PROV0222,General Practice,6819201342
94626,PROV0031,Orthopedics,9889228175
94627,PROV0359,General Practice,5112185405
94628,PROV0344,Internal Medicine,1599528732
94629,PROV0254,Surgery,5695582203
94630,PROV0406,Internal Medicine,6675131549
94631,PROV0302,Internal Medicine,9641928013
94632,PROV0089,Internal Medicine,1599854074
94633,PROV0148,General Practice,4759734205
94634,PROV0350,Internal Medicine,5250768531
94635,PROV0498,Internal Medicine,4726511633
94636,PROV0095,Internal Medicine,7848404899
94637,PROV0369,Pediatrics,6032241477
94638,PROV0425,General Practice,2888988521
94639,PROV0485,General Practice,2668667021
94640,PROV0414,Orthopedics,1249043955
94641,PROV0157,Orthopedics,8088709319
94642,PROV0143,Neurology,4459663809
94643,PROV0076,Dermatology,1041898049
94644,PROV0149,Internal Medicine,7804491383
94645,PROV0191,Internal Medicine,2675333299
94646,PROV0069,Orthopedics,1377479209
94647,PROV0172,Surgery,6855314345
94648,PROV0246,Orthopedics,2261900377
94649,PROV0170,Internal Medicine,3600265826
94650,PROV0278,General Practice,4250278720
94651,PROV0486,Internal Medicine,2015083799
94652,PROV0322,General Practice,4810860761
94653,PROV0256,Orthopedics,4480388143
94654,PROV0259,General Practice,8936982094
94655,PROV0200,General Practice,3117552691
94656,PROV0140,General Practice,5468366173
94657,PROV0015,Neurology,2573376775
94658,PROV0224,General Practice,8677768650
94659,PROV0015,Radiology,6842715531
94660,PROV0293,Surgery,3539011207
94661,PROV0454,Cardiology,5315532350
94662,PROV0178,Internal Medicine,1991659263
94663,PROV0327,Internal Medicine,3474079934
94664,PROV0426,General Practice,3023576593
94665,PROV0098,Dermatology,3746028458
94666,PROV0051,Oncology,3465893436
94667,PROV0309,Internal Medicine,3861672897
94668,PROV0316,Orthopedics,7049438485
94669,PROV0429,Radiology,8858891200
94670,PROV0376,Orthopedics,8802066697
94671,PROV0330,Orthopedics,2418826361
94672,PROV0318,General Practice,8392276623
94673,PROV0492,General Practice,9673685891
94674,PROV0283,Orthopedics,5424175739
94675,PROV0083,General Practice,7043062497
94676,PROV0340,General Practice,9761637120
94677,PROV0238,Pediatrics,5410766731
94678,PROV0118,Oncology,5908595498
94679,PROV0137,General Practice,6690588342
94680,PROV0008,Neurology,2135905031
94681,PROV0182,Orthopedics,4513604230
94682,PROV0397,Internal Medicine,9554901959
94683,PROV0175,Cardiology,6348746647
94684,PROV0291,General Practice,1929222712
94685,PROV0423,Orthopedics,1421935818
94686,PROV0011,Oncology,3464549280
94687,PROV0371,Orthopedics,4584682389
94688,PROV0149,General Practice,1534630627
94689,PROV0421,General Practice,4013834781
94690,PROV0287,Internal Medicine,5895781789
94691,PROV0309,Radiology,9627218325
94692,PROV0104,Internal Medicine,2192048486
94693,PROV0465,General Practice,4384640677
94694,PROV0470,Cardiology,1026446726
94695,PROV0138,Neurology,8400919171
94696,PROV0193,Internal Medicine,7144394960
94697,PROV0065,Orthopedics,3737487109
94698,PROV0443,Internal Medicine,6126526941
94699,PROV0420,General Practice,4560322442
94700,PROV0152,Internal Medicine,9604901334
94701,PROV0150,General Practice,3529962054
94702,PROV0180,Orthopedics,1485245918
94703,PROV0266,Surgery,7617565549
94704,PROV0213,Neurology,1336613001
94705,PROV0062,Dermatology,4309557375
94706,PROV0104,Radiology,9559298984
94707,PROV0022,Cardiology,1522473185
94708,PROV0264,Orthopedics,8462332612
94709,PROV0481,Surgery,2285781069
94710,PROV0036,Internal Medicine,6093633080
94711,PROV0126,Radiology,1324649185
94712,PROV0331,Surgery,3587379789
94713,PROV0009,Dermatology,8447774643
94714,PROV0245,Radiology,9457235141
94715,PROV0261,General Practice,3691330104
94716,PROV0440,Internal Medicine,8054915780
94717,PROV0140,Orthopedics,9113320523
94718,PROV0253,General Practice,5522943262
94719,PROV0367,Surgery,1908077289
94720,PROV0474,General Practice,4360280120
94721,PROV0449,Internal Medicine,3650292169
94722,PROV0377,Internal Medicine,7449140764
94723,PROV0268,Cardiology,2055265537
94724,PROV0097,General Practice,6065001031
94725,PROV0262,Pediatrics,6277838070
94726,PROV0481,Neurology,5210807816
94727,PROV0292,Neurology,4914856011
94728,PROV0345,General Practice,3600300160
94729,PROV0188,Oncology,4885748063
94730,PROV0197,Cardiology,6764373182
94731,PROV0232,Oncology,5232595620
94732,PROV0455,Internal Medicine,5682435433
94733,PROV0490,Surgery,2165837473
94734,PROV0392,Orthopedics,7031260203
94735,PROV0013,Surgery,7453751743
94736,PROV0209,Orthopedics,3509187100
94737,PROV0301,General Practice,9330866570
94738,PROV0040,Oncology,5020932249
94739,PROV0234,General Practice,1973625388
94740,PROV0241,Internal Medicine,1933387661
94741,PROV0297,Orthopedics,9799489447
94742,PROV0432,Oncology,2022461458
94743,PROV0129,Oncology,5441599927
94744,PROV0041,Internal Medicine,7575657417
94745,PROV0239,Pediatrics,2507767001
94746,PROV0148,General Practice,5233927781
94747,PROV0132,General Practice,4695834355
94748,PROV0344,Pediatrics,2486949056
94749,PROV0373,Internal Medicine,6426063501
94750,PROV0091,Surgery,4632254837
94751,PROV0344,Pediatrics,8419009274
94752,PROV0183,Cardiology,6655267808
94753,PROV0302,Internal Medicine,1142888160
94754,PROV0207,Cardiology,2064578965
94755,PROV0182,Internal Medicine,8846846653
94756,PROV0115,Dermatology,9967371670
94757,PROV0021,Orthopedics,2115373013
94758,PROV0215,General Practice,3715251082
94759,PROV0319,Oncology,7538131990
94760,PROV0297,Pediatrics,4516182805
94761,PROV0206,Neurology,6267788129
94762,PROV0329,Pediatrics,6423248387
94763,PROV0237,Pediatrics,4217065481
94764,PROV0151,Internal Medicine,5024182623
94765,PROV0184,General Practice,6121724292
94766,PROV0080,Neurology,3909341613
94767,PROV0306,Surgery,3966923977
94768,PROV0145,Cardiology,1576564507
94769,PROV0034,General Practice,6398720120
94770,PROV0121,Cardiology,9565001043
94771,PROV0147,Orthopedics,8884258506
94772,PROV0471,Internal Medicine,8736856400
94773,PROV0075,Surgery,5449622382
94774,PROV0359,Orthopedics,3823472148
94775,PROV0410,Dermatology,3626623521
94776,PROV0166,Cardiology,6588318896
94777,PROV0479,General Practice,3094792731
94778,PROV0263,Surgery,1151423606
94779,PROV0473,Orthopedics,8782723100
94780,PROV0175,Radiology,8403722147
94781,PROV0313,General Practice,3165025821
94782,PROV0063,General Practice,1973860448
94783,PROV0359,Orthopedics,7420906191
94784,PROV0122,Internal Medicine,8441531158
94785,PROV0175,Surgery,1689334522
94786,PROV0312,Pediatrics,5275095253
94787,PROV0058,General Practice,6497335258
94788,PROV0093,Orthopedics,2373113485
94789,PROV0390,Orthopedics,3250222781
94790,PROV0028,Pediatrics,6572762041
94791,PROV0284,General Practice,8438577335
94792,PROV0272,Neurology,6893244655
94793,PROV0065,Internal Medicine,3151121922
94794,PROV0036,Surgery,8108013126
94795,PROV0341,Internal Medicine,6651697686
94796,PROV0254,Internal Medicine,3626760035
94797,PROV0490,Internal Medicine,2101618233
94798,PROV0236,General Practice,5904005638
94799,PROV0486,Orthopedics,8029186402
94800,PROV0431,General Practice,4366295607
94801,PROV0399,Pediatrics,5962053047
94802,PROV0279,Internal Medicine,4159726625
94803,PROV0364,Radiology,2079038905
94804,PROV0063,Oncology,9866271352
94805,PROV0392,Pediatrics,5529878394
94806,PROV0381,Internal Medicine,3317097812
94807,PROV0327,Surgery,2291375736
94808,PROV0029,Oncology,9220785597
94809,PROV0119,Radiology,3695936776
94810,PROV0210,Cardiology,2005064612
94811,PROV0233,General Practice,4367315597
94812,PROV0305,Radiology,8367877674
94813,PROV0099,Cardiology,2356850541
94814,PROV0248,General Practice,6194300492
94815,PROV0499,Internal Medicine,3638570914
94816,PROV0424,Internal Medicine,5531541625
94817,PROV0301,Oncology,4754776814
94818,PROV0371,Neurology,4068332117
94819,PROV0406,General Practice,1151634847
94820,PROV0011,Cardiology,8753254231
94821,PROV0318,Orthopedics,1882940353
94822,PROV0167,General Practice,1339326375
94823,PROV0384,Oncology,8787207584
94824,PROV0421,General Practice,9251182570
94825,PROV0306,Surgery,7808022553
94826,PROV0479,Pediatrics,1183493720
94827,PROV0044,Radiology,9540758358
94828,PROV0442,General Practice,8656115406
94829,PROV0286,General Practice,3261895141
94830,PROV0021,Radiology,9729031409
94831,PROV0106,Surgery,1636702453
94832,PROV0312,Oncology,6024176705
94833,PROV0299,General Practice,3650190331
94834,PROV0126,Surgery,8418924383
94835,PROV0372,General Practice,5722656374
94836,PROV0466,Surgery,3709171682
94837,PROV0317,Cardiology,9274949363
94838,PROV0429,Pediatrics,8045669726
94839,PROV0072,Internal Medicine,5986957996
94840,PROV0405,Internal Medicine,8653164766
94841,PROV0270,Internal Medicine,5601393971
94842,PROV0254,Internal Medicine,5761903547
94843,PROV0027,Surgery,1132918324
94844,PROV0242,Internal Medicine,8250886081
94845,PROV0301,General Practice,6749878623
94846,PROV0468,Orthopedics,9626656462
94847,PROV0016,Cardiology,8402998643
94848,PROV0024,Surgery,7288900441
94849,PROV0359,Internal Medicine,6210450065
94850,PROV0180,Internal Medicine,4903855597
94851,PROV0068,Surgery,4544283202
94852,PROV0069,General Practice,4001936396
94853,PROV0492,General Practice,3214735942
94854,PROV0018,Oncology,8567818121
94855,PROV0473,Pediatrics,4701170925
94856,PROV0449,Internal Medicine,5314705254
94857,PROV0446,Pediatrics,8098801328
94858,PROV0038,General Practice,2970677629
94859,PROV0216,Neurology,6478640130
94860,PROV0360,General Practice,5043610727
94861,PROV0377,General Practice,2597994132
94862,PROV0423,General Practice,7987738113
94863,PROV0479,Dermatology,5248884974
94864,PROV0188,General Practice,2668110474
94865,PROV0001,Orthopedics,9960628208
94866,PROV0295,Neurology,1990328612
94867,PROV0155,Pediatrics,1259137742
94868,PROV0473,General Practice,6416461763
94869,PROV0293,General Practice,2553694709
94870,PROV0068,Internal Medicine,7180872906
94871,PROV0146,General Practice,7789431136
94872,PROV0248,Radiology,3926023511
94873,PROV0344,General Practice,8314372996
94874,PROV0349,Surgery,3243538381
94875,PROV0416,Cardiology,7280270874
94876,PROV0018,Oncology,3092502398
94877,PROV0093,Radiology,8307039150
94878,PROV0300,Internal Medicine,4621260940
94879,PROV0290,General Practice,8266270938
94880,PROV0183,Internal Medicine,2830628045
94881,PROV0429,Radiology,2441161885
94882,PROV0384,General Practice,4014104515
94883,PROV0434,Internal Medicine,5452681951
94884,PROV0033,General Practice,3707898904
94885,PROV0395,Internal Medicine,5969058749
94886,PROV0148,General Practice,9372308141
94887,PROV0275,Pediatrics,2181655911
94888,PROV0096,Internal Medicine,9548977622
94889,PROV0407,Radiology,4353367859
94890,PROV0241,Dermatology,4240206134
94891,PROV0048,Orthopedics,2809501665
94892,PROV0432,Cardiology,5167853766
94893,PROV0329,General Practice,4655875273
94894,PROV0265,General Practice,3726584683
94895,PROV0465,Orthopedics,9923523434
94896,PROV0472,Internal Medicine,2862359797
94897,PROV0413,General Practice,3067066983
94898,PROV0109,Radiology,1397838256
94899,PROV0460,General Practice,8045157232
94900,PROV0001,Pediatrics,2188048889
