provider_sk,provider_id,speciality,npi
5700,2164270893.0,Orthopedics,2164270893.0
5701,-1.0,Emergency Medicine,8472624728.0
5702,6556177919.0,Rheumatology,6556177919.0
5703,9121739999.0,Allergy & Immunology,9121739999.0
5704,-1.0,Podiatry,6327467529.0
5705,8233017721.0,Internal Medicine,8233017721.0
5706,7985763912.0,Psychiatry,6992679395.0
5707,6272376975.0,Neurology,8984629070.0
5708,1303727064.0,ENT,5574062349.0
5709,9733937073.0,Dermatology,9733937073.0
5710,1825904244.0,Endocrinology,1825904244.0
5711,7256128844.0,OB/GYN,7256128844.0
5712,3842576217.0,Vascular Surgery,3842576217.0
5713,5270013445.0,Neurology,3754049892.0
5714,3748123067.0,Ophthalmology,3748123067.0
5715,7640296994.0,Nephrology,7640296994.0
5716,-1.0,Primary Care,3840004195.0
5717,6050081855.0,Podiatry,-1.0
5718,7175608725.0,Anesthesiology,7175608725.0
5719,6262322526.0,Cardiology,6262322526.0
5720,-1.0,Primary Care,5551169498.0
5721,1291892607.0,Nephrology,1291892607.0
5722,8173711511.0,OB/GYN,8173711511.0
5723,-1.0,Pediatrics,1692044390.0
5724,4002968632.0,Urology,-1.0
5725,2366484208.0,Gastroenterology,-1.0
5726,2526788512.0,Primary Care,2526788512.0
5727,5877651085.0,Pulmonology,5231984569.0
5728,6299164332.0,Podiatry,6299164332.0
5729,2873593613.0,Physical Medicine & Rehabilitation,2873593613.0
5730,9441699194.0,Allergy & Immunology,9441699194.0
5731,4173554352.0,Cardiology,4173554352.0
5732,8440978302.0,OB/GYN,1648629662.0
5733,8052469993.0,Orthopedics,4871225004.0
5734,3483321097.0,Vascular Surgery,5212514902.0
5735,9344080961.0,Physical Medicine & Rehabilitation,5689092159.0
5736,9003959750.0,Neurology,9003959750.0
5737,6846936493.0,Primary Care,6846936493.0
5738,9335224859.0,Family Medicine,9335224859.0
5739,4886114514.0,Gastroenterology,9127114830.0
5740,1418527641.0,Infectious Disease,1418527641.0
5741,9566196425.0,Allergy & Immunology,9566196425.0
5742,6128876188.0,Cardiology,6128876188.0
5743,8154915382.0,Podiatry,6511003132.0
5744,5505758721.0,Oncology,5505758721.0
5745,2678448660.0,Orthopedics,2678448660.0
5746,-1.0,ENT,2928130926.0
5747,7347827402.0,Radiology,7347827402.0
5748,4430553734.0,General Surgery,4430553734.0
5749,2255494061.0,ENT,2255494061.0
5750,8334436459.0,ENT,8334436459.0
5751,1326139851.0,Physical Medicine & Rehabilitation,1326139851.0
5752,2604063728.0,General Surgery,2604063728.0
5753,4372469277.0,Allergy & Immunology,7287353700.0
5754,4822197299.0,Nephrology,5365070601.0
5755,4218981849.0,Anesthesiology,4218981849.0
5756,8524105278.0,OB/GYN,1584712473.0
5757,6019528646.0,Plastic Surgery,6019528646.0
5758,6518657187.0,Rheumatology,8902189729.0
5759,7392485211.0,Primary Care,7392485211.0
5760,3045022489.0,Internal Medicine,7115678476.0
5761,8171018617.0,General Surgery,8171018617.0
5762,6241566716.0,Anesthesiology,6241566716.0
5763,9197541834.0,Pediatrics,9197541834.0
5764,8154019010.0,General Surgery,-1.0
5765,7168105904.0,Physical Medicine & Rehabilitation,7168105904.0
5766,9604627456.0,Psychiatry,9604627456.0
5767,6794363716.0,General Surgery,6794363716.0
5768,2766432718.0,Podiatry,8673642364.0
5769,9659161630.0,Dermatology,9659161630.0
5770,4274958945.0,Neurology,4274958945.0
5771,9582314129.0,Family Medicine,9582314129.0
5772,9162929173.0,Family Medicine,7053773327.0
5773,3144490990.0,Rheumatology,3144490990.0
5774,1819971340.0,General Surgery,1819971340.0
5775,7917454662.0,Gastroenterology,5171415556.0
5776,-1.0,Physical Medicine & Rehabilitation,7367038689.0
5777,7266170179.0,Ophthalmology,7266170179.0
5778,8404418865.0,Psychiatry,8404418865.0
5779,8616379926.0,Vascular Surgery,8616379926.0
5780,5205879645.0,Emergency Medicine,5205879645.0
5781,6150036816.0,Internal Medicine,1415140231.0
5782,4234059678.0,Allergy & Immunology,4270923172.0
5783,-1.0,Oncology,8541106039.0
5784,3376077463.0,Plastic Surgery,3376077463.0
5785,-1.0,Pediatrics,5909071222.0
5786,8492981900.0,Infectious Disease,8492981900.0
5787,8420593005.0,Psychiatry,8420593005.0
5788,9977085483.0,Emergency Medicine,4433502144.0
5789,5523465800.0,Dermatology,2683757353.0
5790,7013236576.0,Dermatology,7417055108.0
5791,6676525272.0,OB/GYN,6676525272.0
5792,-1.0,Cardiology,4679772143.0
5793,2151083277.0,Oncology,2151083277.0
5794,4859070910.0,Internal Medicine,4859070910.0
5795,5084320126.0,Nephrology,1341611359.0
5796,2213412237.0,Gastroenterology,2213412237.0
5797,7918124590.0,Anesthesiology,7918124590.0
5798,4427030904.0,Nephrology,3396615733.0
5799,1225685630.0,General Surgery,1225685630.0
5800,-1.0,OB/GYN,7696758491.0
5801,6926328391.0,Family Medicine,9176605108.0
5802,3772707308.0,Physical Medicine & Rehabilitation,3772707308.0
5803,-1.0,Emergency Medicine,2338991451.0
5804,-1.0,Endocrinology,5771235243.0
5805,-1.0,Vascular Surgery,7970005322.0
5806,-1.0,Emergency Medicine,1456886292.0
5807,-1.0,OB/GYN,3956147725.0
5808,3654191036.0,Pulmonology,3654191036.0
5809,5157148297.0,Gastroenterology,5157148297.0
5810,7928074841.0,Podiatry,7928074841.0
5811,4878090313.0,Plastic Surgery,7377152839.0
5812,4597040552.0,OB/GYN,4597040552.0
5813,7177331154.0,Rheumatology,8302026954.0
5814,4755937285.0,Allergy & Immunology,4755937285.0
5815,8834841054.0,Family Medicine,6775274233.0
5816,2826411454.0,Rheumatology,2010152061.0
5817,7356353895.0,Plastic Surgery,7356353895.0
5818,7961932703.0,Gastroenterology,7961932703.0
5819,6371672040.0,Family Medicine,6037916859.0
5820,6392689702.0,Radiology,-1.0
5821,-1.0,Cardiology,8812379273.0
5822,5909505663.0,Physical Medicine & Rehabilitation,5909505663.0
5823,7278829740.0,Physical Medicine & Rehabilitation,7278829740.0
5824,-1.0,Pediatrics,8273843754.0
5825,4613425662.0,Emergency Medicine,-1.0
5826,9564059626.0,Internal Medicine,-1.0
5827,1066970190.0,Ophthalmology,1066970190.0
5828,4152835101.0,Radiology,4152835101.0
5829,1463390201.0,Vascular Surgery,1463390201.0
5830,1814502461.0,ENT,-1.0
5831,2587135848.0,Primary Care,2587135848.0
5832,5844171168.0,OB/GYN,8854122161.0
5833,-1.0,Endocrinology,2814173307.0
5834,1376680187.0,Podiatry,1376680187.0
5835,-1.0,Rheumatology,8519962896.0
5836,1774397042.0,Family Medicine,7768284901.0
5837,5825776872.0,Cardiology,5416434467.0
5838,5343911135.0,Gastroenterology,9045296896.0
5839,5061301320.0,Pulmonology,5061301320.0
5840,1802033838.0,Vascular Surgery,1802033838.0
5841,6125551262.0,Pathology,3738125200.0
5842,3467555855.0,Physical Medicine & Rehabilitation,3467555855.0
5843,5357436824.0,Radiology,5357436824.0
5844,8172763300.0,Vascular Surgery,8172763300.0
5845,6827778245.0,Emergency Medicine,6827778245.0
5846,3611848902.0,Emergency Medicine,3611848902.0
5847,8995059760.0,Rheumatology,8995059760.0
5848,1636755414.0,Orthopedics,1636755414.0
5849,3768901084.0,Rheumatology,3768901084.0
5850,7518775782.0,Oncology,7518775782.0
5851,8806371697.0,Plastic Surgery,1077326106.0
5852,8596386996.0,ENT,8596386996.0
5853,3409618453.0,Vascular Surgery,3409618453.0
5854,8093088224.0,Vascular Surgery,-1.0
5855,-1.0,Nephrology,7536876169.0
5856,-1.0,Endocrinology,1313268943.0
5857,1047477405.0,Radiology,1047477405.0
5858,8385505320.0,Anesthesiology,2119017807.0
5859,4954697932.0,Cardiology,4954697932.0
5860,6178508409.0,Allergy & Immunology,8954948887.0
5861,7395219544.0,Radiology,-1.0
5862,5275483574.0,Pediatrics,3640602811.0
5863,9491131506.0,Pathology,9491131506.0
5864,1962134345.0,Cardiology,-1.0
5865,8144889126.0,Primary Care,9792240602.0
5866,-1.0,Oncology,5294866888.0
5867,3472487690.0,Endocrinology,-1.0
5868,2509176725.0,Pulmonology,2509176725.0
5869,2817016800.0,Nephrology,2058489761.0
5870,-1.0,Plastic Surgery,1431494396.0
5871,9016070979.0,Dermatology,9016070979.0
5872,3022142957.0,Emergency Medicine,-1.0
5873,6855450328.0,Ophthalmology,4457286733.0
5874,6121836149.0,Radiology,6121836149.0
5875,7336450279.0,Nephrology,7336450279.0
5876,2269041320.0,General Surgery,8443919567.0
5877,5378278018.0,Ophthalmology,5378278018.0
5878,7142172699.0,Infectious Disease,3492534959.0
5879,8769111397.0,Plastic Surgery,-1.0
5880,9374790162.0,Internal Medicine,9374790162.0
5881,4675130367.0,Orthopedics,5909040519.0
5882,4153795953.0,Primary Care,7610045611.0
5883,2338304717.0,Endocrinology,9842184922.0
5884,6042670800.0,ENT,6042670800.0
5885,8548926007.0,Oncology,8548926007.0
5886,1562735040.0,Pulmonology,1562735040.0
5887,1438841120.0,Infectious Disease,9810578870.0
5888,8289454630.0,Psychiatry,8289454630.0
5889,7253012472.0,Nephrology,7253012472.0
5890,8221295771.0,Orthopedics,8221295771.0
5891,9162264848.0,Neurology,-1.0
5892,5577030207.0,Endocrinology,5577030207.0
5893,3515465308.0,Infectious Disease,3515465308.0
5894,2855264537.0,Physical Medicine & Rehabilitation,2855264537.0
5895,1809345618.0,Nephrology,1809345618.0
5896,6805631767.0,Endocrinology,1153768720.0
5897,2024862905.0,Orthopedics,1446607844.0
5898,8006926443.0,Radiology,8006926443.0
5899,4586784711.0,Plastic Surgery,4586784711.0
5900,4603202266.0,Orthopedics,4603202266.0
5901,-1.0,Primary Care,6553755986.0
5902,2186200767.0,Gastroenterology,2186200767.0
5903,-1.0,Pathology,2246314947.0
5904,9653250072.0,Cardiology,4869736370.0
5905,4968635883.0,Allergy & Immunology,4968635883.0
5906,9850118010.0,ENT,9850118010.0
5907,1012549935.0,Pediatrics,1012549935.0
5908,7194633463.0,Allergy & Immunology,9550800589.0
5909,8880079328.0,Endocrinology,8880079328.0
5910,6742199636.0,Pulmonology,-1.0
5911,2388890968.0,Cardiology,9791753396.0
5912,1775790050.0,Plastic Surgery,1775790050.0
5913,8376160226.0,Orthopedics,8376160226.0
5914,6155468456.0,Orthopedics,-1.0
5915,8871301064.0,Psychiatry,3513039870.0
5916,6079281484.0,Internal Medicine,6079281484.0
5917,8299146480.0,Gastroenterology,-1.0
5918,2377515312.0,Internal Medicine,2377515312.0
5919,5855415646.0,OB/GYN,5855415646.0
5920,3938887772.0,Allergy & Immunology,3938887772.0
5921,-1.0,Anesthesiology,9422960595.0
5922,9018163876.0,Radiology,9018163876.0
5923,5782279101.0,Internal Medicine,5782279101.0
5924,9473523940.0,OB/GYN,-1.0
5925,5749304490.0,Endocrinology,5749304490.0
5926,-1.0,Rheumatology,1671318724.0
5927,4063268031.0,Cardiology,4063268031.0
5928,2949597857.0,Rheumatology,2949597857.0
5929,2714457336.0,Gastroenterology,2714457336.0
5930,3503447154.0,Urology,-1.0
5931,2134697810.0,Neurology,2134697810.0
5932,4400697308.0,Family Medicine,4400697308.0
5933,-1.0,Orthopedics,8046301787.0
5934,8609817285.0,Nephrology,8609817285.0
5935,7251686413.0,Family Medicine,7251686413.0
5936,7666433379.0,Endocrinology,8770789441.0
5937,6968785964.0,Pediatrics,6381785149.0
5938,9434259650.0,Endocrinology,9434259650.0
5939,9381721143.0,Ophthalmology,9381721143.0
5940,9681681091.0,Ophthalmology,8054858945.0
5941,6092600577.0,Infectious Disease,6092600577.0
5942,4038499343.0,ENT,4038499343.0
5943,4078487866.0,General Surgery,4417580665.0
5944,6887457471.0,Anesthesiology,3731780920.0
5945,8421120053.0,Vascular Surgery,2898290370.0
5946,6411252253.0,Ophthalmology,6411252253.0
5947,1577832961.0,ENT,1577832961.0
5948,9109870866.0,Pediatrics,5634419660.0
5949,9252803590.0,Allergy & Immunology,9252803590.0
5950,5116560057.0,Internal Medicine,9541566372.0
5951,2734195515.0,Physical Medicine & Rehabilitation,2734195515.0
5952,1156391160.0,Infectious Disease,1156391160.0
5953,8893236404.0,Podiatry,5560489919.0
5954,2567069461.0,Urology,2567069461.0
5955,5054834021.0,Nephrology,5054834021.0
5956,4782266803.0,Radiology,6235981161.0
5957,2697220620.0,Family Medicine,1693725663.0
5958,1838531040.0,Oncology,9137399838.0
5959,-1.0,Family Medicine,3338877621.0
5960,1246580623.0,Internal Medicine,1246580623.0
5961,5024265351.0,Dermatology,7965703335.0
5962,2194673401.0,Pulmonology,2194673401.0
5963,8623270417.0,Vascular Surgery,8623270417.0
5964,3771686437.0,Rheumatology,3771686437.0
5965,1748095650.0,Podiatry,1748095650.0
5966,3671638169.0,Family Medicine,3671638169.0
5967,4563721269.0,Infectious Disease,4563721269.0
5968,5574817788.0,Radiology,5574817788.0
5969,7788543541.0,Neurology,7788543541.0
5970,2506648587.0,Radiology,2506648587.0
5971,9041867971.0,General Surgery,6265101525.0
5972,1383268249.0,Family Medicine,8267753120.0
5973,9249974426.0,Infectious Disease,9249974426.0
5974,6201313620.0,Pathology,6201313620.0
5975,4446206748.0,Vascular Surgery,4446206748.0
5976,9736931183.0,Pediatrics,2924588778.0
5977,5737468423.0,Urology,5737468423.0
5978,-1.0,Family Medicine,4100996604.0
5979,1114752423.0,Gastroenterology,1114752423.0
5980,7722187363.0,Cardiology,7722187363.0
5981,2983865329.0,Psychiatry,2983865329.0
5982,7183027712.0,Emergency Medicine,1818497900.0
5983,2958796094.0,Psychiatry,5232275534.0
5984,8934097788.0,Nephrology,8949283794.0
5985,7252704323.0,Oncology,7252704323.0
5986,-1.0,Physical Medicine & Rehabilitation,2394184320.0
5987,3974464646.0,Vascular Surgery,3974464646.0
5988,-1.0,Allergy & Immunology,9073863972.0
5989,5355048664.0,Emergency Medicine,5355048664.0
5990,3363629219.0,ENT,3363629219.0
5991,7958672456.0,General Surgery,7958672456.0
5992,-1.0,Pathology,1931350800.0
5993,9560180877.0,Cardiology,6118093436.0
5994,7340417431.0,Emergency Medicine,7340417431.0
5995,3857879268.0,Vascular Surgery,8246238878.0
5996,6483094742.0,Oncology,-1.0
5997,8817147252.0,Urology,6649621795.0
5998,8421255200.0,Endocrinology,8421255200.0
5999,8601934889.0,Pathology,4259902578.0
6000,7164947890.0,Infectious Disease,7164947890.0
6001,-1.0,Family Medicine,9955615759.0
6002,8639921512.0,Neurology,1127585950.0
6003,2126415466.0,Pulmonology,5481836099.0
6004,6769180930.0,Anesthesiology,6769180930.0
6005,-1.0,Urology,1745707280.0
6006,5699610216.0,Orthopedics,4717140403.0
6007,3538897827.0,Neurology,3538897827.0
6008,8552409831.0,Anesthesiology,8552409831.0
6009,9729461366.0,OB/GYN,9729461366.0
6010,3586099384.0,Psychiatry,3586099384.0
6011,9655361310.0,Internal Medicine,9655361310.0
6012,1873191606.0,Ophthalmology,1873191606.0
6013,-1.0,Physical Medicine & Rehabilitation,6966055281.0
6014,5288108686.0,Emergency Medicine,5277605526.0
6015,3772636814.0,Anesthesiology,9776207689.0
6016,-1.0,Orthopedics,6299205568.0
6017,9399006371.0,Primary Care,9399006371.0
6018,5533002422.0,Internal Medicine,5533002422.0
6019,8118065825.0,OB/GYN,9871334193.0
6020,9424350379.0,Endocrinology,-1.0
6021,-1.0,ENT,6892824975.0
6022,-1.0,Infectious Disease,9411067740.0
6023,8194669427.0,Ophthalmology,8194669427.0
6024,2562445716.0,Internal Medicine,2562445716.0
6025,6308656948.0,Primary Care,2955599291.0
6026,3128209545.0,Vascular Surgery,3128209545.0
6027,4996944007.0,Physical Medicine & Rehabilitation,-1.0
6028,1031026838.0,Cardiology,1737300099.0
6029,7974637746.0,General Surgery,7974637746.0
6030,2979958124.0,Family Medicine,2979958124.0
6031,3981630061.0,Rheumatology,3981630061.0
6032,8457816194.0,Allergy & Immunology,8457816194.0
6033,7277696931.0,Plastic Surgery,2565937353.0
6034,8190081923.0,Podiatry,-1.0
6035,5895884969.0,Podiatry,5895884969.0
6036,5396844455.0,Physical Medicine & Rehabilitation,1847053058.0
6037,9386407362.0,ENT,-1.0
6038,4971389346.0,Gastroenterology,4971389346.0
6039,3999214187.0,Ophthalmology,3999214187.0
6040,2548435356.0,Rheumatology,2548435356.0
6041,7027153899.0,ENT,7027153899.0
6042,9667990077.0,Cardiology,9667990077.0
6043,3412273600.0,Allergy & Immunology,1208847956.0
6044,4913307055.0,OB/GYN,4913307055.0
6045,5677317404.0,Family Medicine,5677317404.0
6046,1042781409.0,Radiology,1042781409.0
6047,3161251707.0,Urology,3161251707.0
6048,7039240309.0,Rheumatology,7039240309.0
6049,3875420006.0,ENT,3875420006.0
6050,-1.0,Emergency Medicine,2681498779.0
6051,5269571438.0,Vascular Surgery,5269571438.0
6052,8064623490.0,Primary Care,8064623490.0
6053,3540808989.0,General Surgery,3540808989.0
6054,4128768918.0,Pathology,4128768918.0
6055,1204253178.0,Plastic Surgery,7309639914.0
6056,9295269363.0,Cardiology,9295269363.0
6057,2536829594.0,Cardiology,2536829594.0
6058,2073608945.0,Ophthalmology,2073608945.0
6059,7907338834.0,Pathology,7907338834.0
6060,2073295668.0,Psychiatry,-1.0
6061,-1.0,Orthopedics,1977144735.0
6062,8415124854.0,Pathology,3228210448.0
6063,7886395561.0,Primary Care,1382307210.0
6064,6913501952.0,OB/GYN,6913501952.0
6065,4335092204.0,Dermatology,-1.0
6066,-1.0,Urology,7797065290.0
6067,4966818618.0,Family Medicine,4966818618.0
6068,7075215899.0,Internal Medicine,7075215899.0
6069,2340798189.0,Vascular Surgery,2340798189.0
6070,2906775938.0,Rheumatology,-1.0
6071,6975552125.0,Cardiology,6975552125.0
6072,8635334634.0,Allergy & Immunology,8635334634.0
6073,3506801119.0,Vascular Surgery,3506801119.0
6074,8133591111.0,Endocrinology,8133591111.0
6075,8314908641.0,Gastroenterology,8314908641.0
6076,-1.0,Nephrology,5854636277.0
6077,4308027795.0,Endocrinology,4308027795.0
6078,-1.0,Family Medicine,4583634258.0
6079,3456462224.0,Nephrology,3456462224.0
6080,8094961855.0,Neurology,-1.0
6081,5361411616.0,Cardiology,5361411616.0
6082,3147351265.0,Family Medicine,3147351265.0
6083,7574002953.0,Anesthesiology,7574002953.0
6084,-1.0,Endocrinology,7380780055.0
6085,2263424253.0,Pediatrics,6788700049.0
6086,7521028542.0,Rheumatology,7521028542.0
6087,4371308963.0,Plastic Surgery,9372418738.0
6088,2871241920.0,Infectious Disease,2871241920.0
6089,9968920059.0,Internal Medicine,-1.0
6090,4353660389.0,Ophthalmology,9032092177.0
6091,8206538713.0,Physical Medicine & Rehabilitation,8206538713.0
6092,7238718416.0,Emergency Medicine,7238718416.0
6093,-1.0,Ophthalmology,8213650687.0
6094,1199533307.0,Anesthesiology,1199533307.0
6095,5518789253.0,Primary Care,5518789253.0
6096,-1.0,Physical Medicine & Rehabilitation,2414666332.0
6097,6663535015.0,Oncology,6663535015.0
6098,1157771113.0,Oncology,-1.0
6099,8663811838.0,ENT,8663811838.0
6100,7965460607.0,Neurology,7965460607.0
6101,9548550011.0,Ophthalmology,9548550011.0
6102,7523285342.0,Gastroenterology,7523285342.0
6103,4097892639.0,Family Medicine,5691501928.0
6104,6795215775.0,Orthopedics,6795215775.0
6105,8238536261.0,Ophthalmology,2600379171.0
6106,5625077370.0,Pulmonology,-1.0
6107,1374736832.0,Physical Medicine & Rehabilitation,1374736832.0
6108,-1.0,Internal Medicine,8087013251.0
6109,4730756217.0,Orthopedics,-1.0
6110,9605369769.0,Physical Medicine & Rehabilitation,9605369769.0
6111,1987202268.0,Cardiology,1987202268.0
6112,5421237457.0,ENT,5421237457.0
6113,2526523558.0,Ophthalmology,2526523558.0
6114,7366750668.0,Anesthesiology,7366750668.0
6115,6195400294.0,Physical Medicine & Rehabilitation,6195400294.0
6116,5055403877.0,Dermatology,5401210126.0
6117,1221148990.0,Ophthalmology,1221148990.0
6118,6127573350.0,Urology,6127573350.0
6119,5464285982.0,Anesthesiology,4089331360.0
6120,4728616386.0,Family Medicine,4728616386.0
6121,9539979154.0,Internal Medicine,9539979154.0
6122,2534505607.0,Allergy & Immunology,2534505607.0
6123,1009073541.0,Plastic Surgery,-1.0
6124,5883178329.0,Physical Medicine & Rehabilitation,5697007568.0
6125,4349011298.0,Pulmonology,4349011298.0
6126,4705150091.0,Allergy & Immunology,4705150091.0
6127,1417976829.0,Gastroenterology,9436204997.0
6128,9736024903.0,Anesthesiology,9736024903.0
6129,2200488846.0,Physical Medicine & Rehabilitation,2200488846.0
6130,2806638735.0,Rheumatology,2806638735.0
6131,7597520872.0,Urology,7597520872.0
6132,9156527614.0,Vascular Surgery,9156527614.0
6133,3244294928.0,Ophthalmology,3244294928.0
6134,8894618608.0,Oncology,-1.0
6135,5974923010.0,Dermatology,4737341619.0
6136,5715645840.0,Cardiology,5715645840.0
6137,9112094011.0,Ophthalmology,4351047635.0
6138,3624656441.0,Physical Medicine & Rehabilitation,-1.0
6139,-1.0,Primary Care,5976777081.0
6140,4969240305.0,Pathology,4969240305.0
6141,5112152955.0,Physical Medicine & Rehabilitation,2688044110.0
6142,-1.0,Endocrinology,3258354191.0
6143,9784084995.0,Infectious Disease,-1.0
6144,7930121242.0,Nephrology,7930121242.0
6145,6114259949.0,Dermatology,6114259949.0
6146,8654335825.0,Pathology,8654335825.0
6147,4056206421.0,General Surgery,4056206421.0
6148,8851959614.0,Podiatry,8851959614.0
6149,4808435908.0,Emergency Medicine,4073727843.0
6150,-1.0,Cardiology,5286400604.0
6151,7164160975.0,Endocrinology,7164160975.0
6152,-1.0,Orthopedics,9329737841.0
6153,9934205769.0,Infectious Disease,5365311243.0
6154,2466299416.0,Nephrology,9772960237.0
6155,5606300845.0,Endocrinology,5606300845.0
6156,7877577855.0,General Surgery,7877577855.0
6157,5661644081.0,Infectious Disease,6243087661.0
6158,1093019873.0,Pathology,1093019873.0
6159,-1.0,Pathology,4675434286.0
6160,1993540220.0,Psychiatry,-1.0
6161,7752985220.0,Neurology,2550564602.0
6162,-1.0,Nephrology,3019265031.0
6163,5716993348.0,ENT,5716993348.0
6164,2055938739.0,ENT,3443368971.0
6165,1680052083.0,Oncology,1680052083.0
6166,-1.0,Ophthalmology,8446676790.0
6167,4942272347.0,Ophthalmology,4942272347.0
6168,6273582058.0,ENT,6273582058.0
6169,7124949160.0,OB/GYN,-1.0
6170,5338893661.0,Physical Medicine & Rehabilitation,1592273938.0
6171,9226616337.0,Cardiology,9226616337.0
6172,8789514745.0,Podiatry,9071532681.0
6173,2233899367.0,Oncology,9551166427.0
6174,3433965438.0,Radiology,2815422821.0
6175,8076144396.0,Urology,8076144396.0
6176,9283911005.0,Physical Medicine & Rehabilitation,6073512359.0
6177,5306890260.0,Physical Medicine & Rehabilitation,5306890260.0
6178,4067961943.0,ENT,1437485546.0
6179,-1.0,Internal Medicine,8866681438.0
6180,6761334796.0,Urology,-1.0
6181,5998889740.0,Nephrology,5998889740.0
6182,1170749699.0,Nephrology,6424091957.0
6183,9216074478.0,Gastroenterology,2173185523.0
6184,3520045631.0,Pulmonology,3520045631.0
6185,5601062139.0,Podiatry,-1.0
6186,4290482477.0,Internal Medicine,4290482477.0
6187,3392080953.0,Dermatology,3392080953.0
6188,-1.0,Rheumatology,2437894930.0
6189,1193782303.0,Ophthalmology,1625150693.0
6190,3097088483.0,Podiatry,3097088483.0
6191,4897716760.0,Infectious Disease,4897716760.0
6192,2372311271.0,Primary Care,2372311271.0
6193,8218146534.0,Ophthalmology,8218146534.0
6194,5784669422.0,Allergy & Immunology,5784669422.0
6195,7808135331.0,Ophthalmology,7808135331.0
6196,4284515765.0,Radiology,4284515765.0
6197,6505350387.0,Family Medicine,6505350387.0
6198,8095293870.0,Endocrinology,8095293870.0
6199,1207916194.0,Vascular Surgery,1207916194.0
6200,1452737164.0,Urology,4663573653.0
6201,9881193677.0,OB/GYN,1834740196.0
6202,7659256649.0,Urology,7821525140.0
6203,3826688042.0,Orthopedics,7467106715.0
6204,4048500685.0,Nephrology,6799609120.0
6205,5563810247.0,Orthopedics,5563810247.0
6206,4280722909.0,Physical Medicine & Rehabilitation,3056689858.0
6207,4090596936.0,Endocrinology,4090596936.0
6208,2586878390.0,Pulmonology,2586878390.0
6209,8777584776.0,Family Medicine,8777584776.0
6210,8069459895.0,Internal Medicine,8069459895.0
6211,3113322013.0,Endocrinology,9288122448.0
6212,3366807148.0,Pulmonology,3366807148.0
6213,-1.0,Nephrology,7848331125.0
6214,1575329655.0,Pathology,9962131455.0
6215,4510619162.0,Radiology,5496705481.0
6216,2260108602.0,Physical Medicine & Rehabilitation,-1.0
6217,2982979741.0,Vascular Surgery,2982979741.0
6218,9284245371.0,Pathology,8834784950.0
6219,7026930365.0,Infectious Disease,7026930365.0
6220,3332755849.0,Pediatrics,9852912363.0
6221,5319921998.0,Endocrinology,5319921998.0
6222,6362428326.0,Physical Medicine & Rehabilitation,-1.0
6223,5426543084.0,Neurology,7532058630.0
6224,7871714360.0,ENT,7871714360.0
6225,9277952079.0,Pathology,9277952079.0
6226,3395119111.0,Podiatry,3395119111.0
6227,1595968545.0,Vascular Surgery,7789186195.0
6228,5439366473.0,Primary Care,5439366473.0
6229,5244250209.0,Endocrinology,1353434306.0
6230,9714459187.0,Anesthesiology,9714459187.0
6231,8265726536.0,Infectious Disease,1589701391.0
6232,9470321015.0,Infectious Disease,9470321015.0
6233,2889197205.0,Radiology,2889197205.0
6234,8102515984.0,Dermatology,8102515984.0
6235,8078118958.0,Internal Medicine,8078118958.0
6236,7689533560.0,Oncology,8446181226.0
6237,5755400931.0,Family Medicine,3409442265.0
6238,6644127699.0,Primary Care,3797666319.0
6239,4097617527.0,Plastic Surgery,4097617527.0
6240,8059397349.0,ENT,3597465769.0
6241,8439267399.0,Endocrinology,8189674581.0
6242,4337210308.0,Rheumatology,4337210308.0
6243,-1.0,Infectious Disease,3365043339.0
6244,1018760548.0,Rheumatology,1018760548.0
6245,5637866661.0,Primary Care,5487371666.0
6246,3662350253.0,Plastic Surgery,3860910202.0
6247,5529615809.0,Podiatry,5529615809.0
6248,8891417109.0,Emergency Medicine,4555408315.0
6249,9123511358.0,Family Medicine,9123511358.0
6250,1054183126.0,Radiology,1032554264.0
6251,7443849558.0,Vascular Surgery,2837106543.0
6252,5435473617.0,Psychiatry,5055341578.0
6253,9793908003.0,General Surgery,-1.0
6254,6932419008.0,Family Medicine,1926547127.0
6255,3547223225.0,Radiology,3547223225.0
6256,-1.0,Ophthalmology,6636024977.0
6257,7782954756.0,Vascular Surgery,7782954756.0
6258,2853224097.0,General Surgery,2853224097.0
6259,1185676987.0,Neurology,1185676987.0
6260,9077650488.0,Ophthalmology,-1.0
6261,6263029293.0,Infectious Disease,6263029293.0
6262,-1.0,Gastroenterology,3924542318.0
6263,9285631950.0,Radiology,9285631950.0
6264,7650193311.0,Dermatology,7650193311.0
6265,-1.0,Orthopedics,6496110622.0
6266,-1.0,Podiatry,5412413776.0
6267,3807379048.0,Vascular Surgery,3807379048.0
6268,1172146239.0,Physical Medicine & Rehabilitation,1172146239.0
6269,9855988072.0,Family Medicine,9855988072.0
6270,-1.0,Urology,3853978147.0
6271,3421980125.0,Gastroenterology,5203118871.0
6272,5649905416.0,ENT,5649905416.0
6273,4178505223.0,ENT,-1.0
6274,1892175710.0,Podiatry,1892175710.0
6275,7484805812.0,Dermatology,7484805812.0
6276,5317456982.0,Radiology,5317456982.0
6277,6240634163.0,Rheumatology,8238099133.0
6278,6162079678.0,Vascular Surgery,6162079678.0
6279,1542965681.0,Endocrinology,2724666609.0
6280,7443922927.0,Gastroenterology,7443922927.0
6281,8139209752.0,Physical Medicine & Rehabilitation,8139209752.0
6282,1459429001.0,Radiology,1459429001.0
